Average Precision,401,0.10410767010366224
Average Precision,402,0.20618642219835367
Average Precision,403,0.5075373854785619
Average Precision,404,0.009828904259191846
Average Precision,405,0.025999185999186
Average Precision,406,0.43874643874643876
Average Precision,407,0.16594608508713315
Average Precision,408,0.13560326080134638
Average Precision,409,0.1
Average Precision,410,1.0
Average Precision,411,0.17439904798713812
Average Precision,412,0.46856177679274114
Average Precision,413,0.08333333333333333
Average Precision,414,0.10538025889967638
Average Precision,415,0.25
Average Precision,417,0.35425125522575895
Average Precision,418,0.2600878259352992
Average Precision,419,0.575
Average Precision,420,0.6171658756003734
Average Precision,421,0.018919975804595236
Average Precision,422,0.3780905597149669
Average Precision,424,0.15316323421050554
Average Precision,425,0.4813990006758684
Average Precision,426,0.03421584252791733
Average Precision,427,0.09724024870946976
Average Precision,428,0.10695684523809523
Average Precision,429,0.7986111111111112
Average Precision,430,0.6202564102564103
Average Precision,431,0.31146716085544757
Average Precision,432,0.0016614844619205905
Average Precision,433,0.004713871308016877
Average Precision,434,0.5434782608695652
Average Precision,435,0.03831248804400549
Average Precision,436,0.08580409264313436
Average Precision,438,0.11432037307079827
Average Precision,439,0.014581652169890902
Average Precision,440,0.5682617814773546
Average Precision,441,0.6496031746031746
Average Precision,442,0.02302960656701075
Average Precision,443,0.07424956656488141
Average Precision,445,0.24444444444444446
Average Precision,446,0.0249430846998211
Average Precision,448,0.009280566321488984
Average Precision,449,0.00743006993006993
Average Precision,450,0.2539824928299395
Precision @10,401,0.3
Precision @10,402,0.3
Precision @10,403,0.6
Precision @10,404,0.0
Precision @10,405,0.1
Precision @10,406,0.3
Precision @10,407,0.4
Precision @10,408,0.3
Precision @10,409,0.1
Precision @10,410,0.4
Precision @10,411,0.3
Precision @10,412,0.8
Precision @10,413,0.0
Precision @10,414,0.1
Precision @10,415,0.1
Precision @10,417,0.7
Precision @10,418,0.6
Precision @10,419,0.3
Precision @10,420,0.8
Precision @10,421,0.0
Precision @10,422,0.7
Precision @10,424,0.1
Precision @10,425,0.7
Precision @10,426,0.1
Precision @10,427,0.2
Precision @10,428,0.1
Precision @10,429,0.4
Precision @10,430,0.4
Precision @10,431,0.6
Precision @10,432,0.0
Precision @10,433,0.0
Precision @10,434,0.1
Precision @10,435,0.0
Precision @10,436,0.7
Precision @10,438,0.1
Precision @10,439,0.0
Precision @10,440,0.5
Precision @10,441,0.6
Precision @10,442,0.2
Precision @10,443,0.2
Precision @10,445,0.2
Precision @10,446,0.0
Precision @10,448,0.0
Precision @10,449,0.0
Precision @10,450,0.4
NDCG @10,401,0.2465505554475862
NDCG @10,402,0.3836331529183765
NDCG @10,403,0.5302442049991306
NDCG @10,404,0.0
NDCG @10,405,0.07336392209936006
NDCG @10,406,0.457491395269709
NDCG @10,407,0.5036067026046991
NDCG @10,408,0.35707647659639197
NDCG @10,409,0.2890648263178878
NDCG @10,410,1.0
NDCG @10,411,0.4440973278132557
NDCG @10,412,0.7162874455029682
NDCG @10,413,0.0
NDCG @10,414,0.20210734650054762
NDCG @10,415,0.39038004999210174
NDCG @10,417,0.7791714369672127
NDCG @10,418,0.727329844310522
NDCG @10,419,0.749527580081767
NDCG @10,420,0.8603818544462509
NDCG @10,421,0.0
NDCG @10,422,0.5559026721867443
NDCG @10,424,0.06362078819895171
NDCG @10,425,0.7624164915943119
NDCG @10,426,0.07839826897867534
NDCG @10,427,0.3052348839397012
NDCG @10,428,0.19519002499605087
NDCG @10,429,0.9223260797603763
NDCG @10,430,0.6608397947263839
NDCG @10,431,0.6082965289412681
NDCG @10,432,0.0
NDCG @10,433,0.0
NDCG @10,434,0.6131471927654585
NDCG @10,435,0.0
NDCG @10,436,0.6777277508780454
